Timestamp,Class,Count
2025-09-21 22:42:09,person,1
2025-09-21 22:42:09,person,1
2025-09-21 22:42:09,person,1
2025-09-21 22:42:09,person,1
2025-09-21 22:42:09,person,1
2025-09-21 22:42:09,person,1
2025-09-21 22:42:10,person,1
2025-09-21 22:42:10,person,1
2025-09-21 22:42:10,person,1
2025-09-21 22:42:10,person,1
2025-09-21 22:42:10,person,1
2025-09-21 22:42:10,person,1
2025-09-21 22:42:10,person,1
2025-09-21 22:42:10,person,1
2025-09-21 22:42:11,person,1
2025-09-21 22:42:11,person,1
2025-09-21 22:42:11,person,1
2025-09-21 22:42:11,person,1
2025-09-21 22:42:11,person,1
2025-09-21 22:42:11,person,1
2025-09-21 22:42:11,person,1
2025-09-21 22:42:12,person,1
2025-09-21 22:42:12,person,1
2025-09-21 22:42:12,person,1
2025-09-21 22:42:12,person,1
2025-09-21 22:42:12,person,1
2025-09-21 22:42:12,person,1
2025-09-21 22:42:12,person,1
2025-09-21 22:42:13,person,1
2025-09-21 22:42:13,person,1
2025-09-21 22:42:13,person,1
2025-09-21 22:42:13,person,1
2025-09-21 22:42:13,person,1
2025-09-21 22:42:13,person,1
2025-09-21 22:42:13,person,1
2025-09-21 22:42:14,person,1
2025-09-21 22:42:14,person,1
2025-09-21 22:42:14,person,1
2025-09-21 22:42:14,person,1
2025-09-21 22:42:14,person,1
2025-09-21 22:42:14,person,1
2025-09-21 22:42:14,person,1
2025-09-21 22:42:14,person,1
2025-09-21 22:42:15,person,1
2025-09-21 22:42:15,person,1
2025-09-21 22:42:15,person,1
2025-09-21 22:42:15,person,1
2025-09-21 22:42:15,person,1
2025-09-21 22:42:15,person,1
2025-09-21 22:42:15,person,1
2025-09-21 22:42:16,person,1
2025-09-21 22:42:16,person,1
2025-09-21 22:42:16,person,1
2025-09-21 22:42:16,person,1
2025-09-21 22:42:16,person,1
2025-09-21 22:42:16,person,1
2025-09-21 22:42:16,person,1
2025-09-21 22:42:17,person,1
2025-09-21 22:42:17,person,1
2025-09-21 22:42:17,person,1
2025-09-21 22:42:17,person,1
2025-09-21 22:42:17,person,1
2025-09-21 22:42:17,person,1
2025-09-21 22:42:18,person,1
2025-09-21 22:42:18,person,1
2025-09-21 22:42:18,person,1
2025-09-21 22:42:18,person,1
2025-09-21 22:42:18,person,1
2025-09-21 22:42:18,person,1
2025-09-21 22:42:18,person,1
2025-09-21 22:42:19,person,1
2025-09-21 22:42:19,person,1
2025-09-21 22:42:19,person,1
2025-09-21 22:42:19,person,1
2025-09-21 22:42:19,person,1
2025-09-21 22:42:19,person,1
2025-09-21 22:42:19,person,1
2025-09-21 22:42:20,person,1
2025-09-21 22:42:20,person,2
2025-09-21 22:42:20,person,1
2025-09-21 22:42:20,person,1
2025-09-21 22:42:20,person,1
2025-09-21 22:42:20,person,1
2025-09-21 22:42:20,person,1
2025-09-21 22:42:21,person,1
2025-09-21 22:42:21,person,1
2025-09-21 22:42:21,person,1
2025-09-21 22:42:21,person,1
2025-09-21 22:42:21,person,1
2025-09-21 22:42:21,person,1
2025-09-21 22:42:21,person,1
2025-09-21 22:42:22,person,1
2025-09-21 22:42:22,person,1
2025-09-21 22:42:22,person,1
2025-09-21 22:42:22,person,1
2025-09-21 22:42:22,person,1
2025-09-21 22:42:22,person,1
2025-09-21 22:42:22,person,1
2025-09-21 22:42:22,person,1
2025-09-21 22:42:23,person,1
2025-09-21 22:42:23,person,1
2025-09-21 22:42:23,person,1
2025-09-21 22:42:23,person,1
2025-09-21 22:42:23,person,1
2025-09-21 22:42:23,person,1
2025-09-21 22:42:23,person,1
2025-09-21 22:42:24,person,1
2025-09-21 22:42:24,person,1
2025-09-21 22:42:24,person,1
2025-09-21 22:42:24,person,1
2025-09-21 22:42:24,person,1
2025-09-21 22:42:24,person,1
2025-09-21 22:42:24,person,1
2025-09-21 22:42:24,person,1
2025-09-21 22:42:25,person,1
2025-09-21 22:42:25,person,1
2025-09-21 22:42:25,person,1
2025-09-21 22:42:25,person,1
2025-09-21 22:42:25,person,1
2025-09-21 22:42:25,person,1
2025-09-21 22:42:26,person,1
2025-09-21 22:42:26,person,1
2025-09-21 22:42:26,person,1
2025-09-21 22:42:26,person,1
2025-09-21 22:42:26,person,1
2025-09-21 22:42:26,person,1
2025-09-21 22:42:26,person,1
2025-09-21 22:42:26,person,1
2025-09-21 22:42:27,person,1
2025-09-21 22:42:27,person,1
2025-09-21 22:42:27,person,1
